ID,Número_Reseñas,Promedio_Calificación,Num_Reseñas_1,Num_Reseñas_2,Num_Reseñas_3,Num_Reseñas_4,Num_Reseñas_5,Atributo 1,Raiting_Promedio 1,Atributo 2,Raiting_Promedio 2,Atributo 3,Raiting_Promedio 3,Atributo 4,Raiting_Promedio 4,Atributo 5,Raiting_Promedio 5
MLM2005431851,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2007994457,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2032753802,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2569975692,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2592566670,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2645571336,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2689611210,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2703997220,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2707701506,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2737749442,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2737839914,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2738712184,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2749256442,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2752698118,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2762596836,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2767266400,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2775757832,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2775770810,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2783867448,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2791076398,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2813762798,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1325405093,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1342688015,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1342700765,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1409566977,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1414464628,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1973593585,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1979724331,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1979737175,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988721639,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1994478773,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1997283733,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1997310739,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000762313,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2001023175,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2227323076,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2709570524,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2771366820,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2771402820,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2773657290,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2781602772,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM726633563,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM774789145,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM774793961,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM806613191,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM811431382,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM875333985,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM884503349,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM899909963,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1344968036,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1387780419,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1600877936,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1674747267,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1730444661,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1742911644,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1802254470,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1851296150,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1902200369,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1982988093,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1986278847,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1986687969,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1987420079,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988908719,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988909117,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988909123,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1989348977,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1989489187,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1990871879,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1992201739,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1992821193,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1992842835,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1993290201,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1994099023,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1995213983,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1995247875,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1995585757,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1995832981,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1996213411,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1998733365,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000737287,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000737421,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000774859,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2001698447,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2001811105,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2001991951,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2002141671,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2344414336,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2434556026,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2524423536,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2574360752,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2661445902,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2718394914,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2718395154,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2734216278,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2735400006,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2735981016,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2737737198,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2737749428,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2737852974,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2737852994,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2742910412,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2746717042,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2749443842,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2750578116,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2753900300,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2755613390,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2757311528,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2760685016,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2763760992,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2764678948,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2767328250,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2768897418,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2769646942,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2771594134,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2773658020,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2775965810,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2781297238,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2783908634,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2797522370,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2799035976,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2801809898,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2811510386,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2822822086,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1311612495,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1337159687,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1389601573,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1445981815,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1914509867,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1973807115,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1982425765,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1983140853,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1984092481,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1984363851,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988519231,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988727489,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1991694759,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1992078605,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1992230099,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1995215875,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1995595195,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1997293437,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1997364077,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1997787067,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1998146809,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1999158803,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1999599205,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000286455,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000714847,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2002286103,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2004219759,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2006659273,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2008284245,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2227180166,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2348702818,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2396747960,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2613872884,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2677388384,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2682031926,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2686221572,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2737623226,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2742337782,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2770979970,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2781601454,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2782512224,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2792759606,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2796623678,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2801800948,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2807079406,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM613898180,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM619128802,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM873754579,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1334812956,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1394589457,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1420409184,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1791788200,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1893927492,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1973084875,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1983075235,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1984049419,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1984812589,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1986081011,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1370517004,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM775539702,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM863408344,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2758674420,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1968822680,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2438952044,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1434812171,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM836836639,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM923323011,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1434644057,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1406563451,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1420938702,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM798843084,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1303272894,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1428438563,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988617975,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1303238626,35,3.5,9,1,5,4,16,,,,,,,,,,
MLM2673704168,3,5.0,0,0,0,0,3,,,,,,,,,,
MLM1401925711,13,4.3,2,0,0,1,10,,,,,,,,,,
MLM862445010,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM662361186,3,5.0,0,0,0,0,3,,,,,,,,,,
MLM726633531,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM662367773,2,5.0,0,0,0,0,2,,,,,,,,,,
MLM1990208121,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1992474451,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1994284423,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1995813439,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1998983547,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2001751095,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2001774945,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2008222961,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2008874573,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2132616088,1,5.0,0,0,0,0,1,,,,,,,,,,
MLM2316825420,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2316825436,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2418790012,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2698730262,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2718505248,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2718607576,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2729265360,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2736596752,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2740705690,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2745387512,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2749243890,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2760411718,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2763944940,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2777789986,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2782894696,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2783099018,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2785468518,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2786249188,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2791081316,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2792318728,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2792371836,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2792397022,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM640885166,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM714743032,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM738903164,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM779272255,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM806905905,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM826244529,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM890655648,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM901550922,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1310556972,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1312655949,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1313395305,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1337133211,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1342731012,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1346644690,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1359946056,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1429647438,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1515275033,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1700831644,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1724448745,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1735319554,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1814018896,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1845811682,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1848942976,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1853769851,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1936972731,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1946779279,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1978618713,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1984695033,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1985220803,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1985235129,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1985599297,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1987411559,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1988908703,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1989356013,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1989395975,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1989716161,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1990216683,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1990416939,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1990738723,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1990762445,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1990870043,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1991427419,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1991524231,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1991957899,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1992169219,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1993243109,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1994007021,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1994659637,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1994990597,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1995176639,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1995512299,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1995543283,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1995797783,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1995907749,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1996176619,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1996187889,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1996200105,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1996206157,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1996582525,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1996760523,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1996828795,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1997247499,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1997314219,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1997419877,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1998244979,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1998314433,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1998536127,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1998759877,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1998760215,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1998819057,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1998866645,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1998900499,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1999430489,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1999430503,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1999500143,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1999607063,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM1999962615,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000206939,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000691763,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000737319,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000737401,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000762217,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2000774865,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2001618043,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2001667817,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2001695653,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2001717279,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2002179529,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2002704637,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2002704759,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2002748783,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2002865993,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2002965665,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2003251707,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2003570269,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2003657665,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2003670551,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2004044811,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2004376899,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2004849373,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2004909975,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2004910001,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2004921241,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2004922349,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2005599241,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2005797989,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2005948979,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2006287645,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2006287647,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2006352075,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2007287645,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2007628755,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2007966495,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2008016267,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2008246137,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2008763507,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2026576518,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2614490156,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2696104002,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2696890884,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2706080444,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2706118498,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2706120338,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2709323084,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2709816132,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2715306718,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2737736708,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2737736720,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2737852990,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2739543492,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2742064186,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2742947182,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2743657536,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2745320174,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2745320242,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2746509114,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2746729448,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2746776492,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2748370872,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2754274068,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2755927810,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2758462620,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2758484456,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2758924710,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2760111926,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2763220290,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2764049918,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2764364192,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2768897502,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2769790394,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2771056538,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2771158574,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2771276416,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2771379486,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2771556712,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2772157566,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2775757768,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2775768250,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2777467964,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2777511274,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2777964862,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2777982802,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2778029792,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2780343850,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2781928072,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2782654516,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2784183498,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2784396370,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2786463048,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2788160698,0,0.0,0,0,0,0,0,,,,,,,,,,
MLM2791132216,0,0.0,0,0,0,0,0,,,,,,,,,,
